source_genesymbol	target_genesymbol	consensus_stimulation	consensus_inhibition	references	sources
MYC	ENO1	0	0	10823814;11085504;12695333;1451920411085504;1451920411983916	DoRothEA-A;HTRI;SIGNOR;TFactS
ENO1	MYC	0	0	10082554;10403782;10528225;10681589;10802057;11134351;14506152;17595061;18070418;18490439;19846662;2005901;20412594;20886042;21559732;23421821;7880838;9074493;9119380	ExTRI;GOA;NTNU.Curated;SIGNOR;TRRUST
TP53	CCND1	0	0	10082575;10669755;11798189;12808109;15205322;16061648;17942917;18769160;19086036;19800042;20554748;20731879;22270849;24189068;24460719;8702807	ExTRI;NTNU.Curated;TRRUST
IRF2	ABCC8	0	0	10082588	ExTRI
IRF2	SMC3	0	0	10082588	ExTRI
FOS	RHOA	0	0	10085083;15068801	ExTRI
JDP2	LGALS1	0	0	10085088	ExTRI
JUN	DCTN1	0	0	10085088	ExTRI
MAZ	PNMT	0	0	10085109;14573768	ExTRI;NTNU.Curated
SP1	PNMT	0	0	10085109;12694408;14573768;16926281;19220706;19539715;20654592;21046459;7615530	ExTRI;GEREDB;NTNU.Curated;TFactS
NFIC	PCK1	0	0	10085123;9593667	ExTRI
CREB1	PCK1	0	0	10085123;10854692;11092886;1655770;16803882;19583954;20022930;20137375;20688914;20797423;21406501;23058912;24046422;8093246;8386317;9593667	ExTRI;NTNU.Curated
NR4A1	PCK1	0	0	10085123	ExTRI
HMGA1	NOS2	0	0	10085153;11056164;14630716;18279675;18937643	ExTRI;NTNU.Curated
RELA	NOS2	0	0	10085153;11036073;12057007;14978160;15170030;15350552;16169848;16283237;16318585;17035338;17041221;17068060;17081374;17720813;18057724;18596035;19766095;20600530;23085209;24014650;24360823;9685183;9712833;9754583	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
NFKB1	NOS2	0	0	10085153;11036073;11438703;12595462;15170030;15350552;16283237;16318585;17081374;17720813;18057724;19766095;22949549;23646894;24360823;9685183;9754583	ExTRI;Pavlidis2021;TFactS;TRRUST
USF1	USF1	0	0	10085160;11111045;12235287;12857727;14669984;15240803;18817855;19087304;19416648;19423764	ExTRI
CEBPB	DDIT3	0	0	10085237;16757577;8051100;8662954	ExTRI;NTNU.Curated;TRRUST
DDIT3	CEBPB	0	0	7588595	SIGNOR
ATF4	DDIT3	0	0	10085237;12082616;12083523;15775988;16006626;16246168;17276738;17455323;17726049;18940792;20020050;20732869;21044953;21966512;22691366;22802018;24939851;31226023	DoRothEA-A;ExTRI;GEREDB;GOA;NTNU.Curated;SIGNOR;TRRUST
DDIT3	ATF4	0	0	15775988;18396163;18940792;24308964	ExTRI
ATF3	ATF4	0	0	10085237;17042743;23269699	ExTRI
ATF4	ATF3	0	0	10085237;16246168;16989641;17042743;21801305;22819556;23269699;25681212	ExTRI;GOA;TRRUST
ATF3	DDIT3	0	0	10085237;14729979;22753726;9343434	ExTRI;GOA;NTNU.Curated;TRRUST
TAF1	CCNA2	0	0	10086334;11287574;17166848;22711989;9334328;9388200	ExTRI;GEREDB;NTNU.Curated
RUNX2	BGLAP	0	0	10088730;10440929;10660618;10759426;11331591;11668178;11681994;11882458;11893738;12110689;12151083;12270142;12403780;12529404;12551949;12697832;12704187;12933820;12952188;15131132;15225783;15292260;15456860;15456894;15713650;16000305;16267835;16613847;16720721;16772287;17117476;17352650;17439944;17707335;18171674;18287524;18321663;18821584;19051235;19324883;19339281;19419310;19594294;20116374;20578243;21147283;21308732;21471200;22493443;23326237;24389415;9182762;9804819;9812998	ExTRI;NTNU.Curated;SIGNOR;TFactS
TFAP2A	FABP2	0	0	10090146;9315651	ExTRI
TFAP2B	FABP2	0	0	10090146	ExTRI
ATF2	SELE	0	0	10090829;9317150	ExTRI;NTNU.Curated
HMGA1	SELE	0	0	10090829;7520524;7523851;9016563	ExTRI;NTNU.Curated
HNF1A	LCT	0	0	10092306;10677375;12011060;9582375	ExTRI;NTNU.Curated;TFactS;TRRUST
CREM	LIPE	0	0	10092610	ExTRI
SMAD4	SERPINE1	0	0	10092624;10636910;12551947;19752858;9606191;9765209;9792626	ExTRI;GEREDB;NTNU.Curated;TRRUST
SMAD3	SERPINE1	0	0	10092624;10557285;11387330;11590145;12551947;15198928;15561701;15840021;16169848;17761371;18333754;19132220;19563779;19586629;19643931;19887897;20093492;23063463;24330518;9380693;9606191;9765209;9792626	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
STAT1	IRF8	0	0	10092656;16918696;19074829	ExTRI;NTNU.Curated;TRRUST
IRF8	STAT1	0	0	22805310	ExTRI;NTNU.Curated
IRF8	IFNG	0	0	10092656;10358195;12370291;12429737;19074829;2111015;21731497;21862594	ExTRI
MAZ	MAZ	0	0	10092852;12270922;12684688;16148153;17237427	ExTRI
TP53	S100A2	0	0	10094469;18388131;18431400;21394211;22747445;24556685	DoRothEA-A;ExTRI;NTNU.Curated
PAX6	GCG	0	0	10094478;10319322;10506141;10862760;10938089;11457839;11707457;11773447;11845228;12783165;14765989;15590659;17263687;17901057;17962386;19217949;19223471;19338578;20592023;21824252;21824254;22426149;9224716;9933606	ExTRI;NTNU.Curated;SIGNOR;TRRUST
TP53	BAX	0	0	10094833;10101800;10400708;10510469;10559267;10566557;10744634;10777477;10935506;11104574;11118038;11278953;11335718;11395510;11420692;11423991;11429705;11748232;11756653;11850816;11928223;12168779;12173040;12203124;12433990;12560513;12806965;12851404;15242522;15566940;15679092;15851483;15988033;16215989;16341121;16931621;17145718;17280505;17521288;17690113;17693666;18034190;18172861;18381427;19054058;19067706;19242108;19505426;20400479;20546728;20567883;20673369;20840522;21859835;22532570;22732402;23100276;24098340;24336083;7834749;8183578;8564971;8635454;8845569;9000137;9122197;9400998;9445173;9582019;9582400	DoRothEA-A;ExTRI;GOA;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
TP53	CCNG1	0	0	10094833;12642871;14581561;16540664;19925028;7957050;9233778;9525742;9688532	ExTRI;SIGNOR;TFactS
TP53	CHKA	0	0	10094833;9501176	ExTRI;NTNU.Curated
TP53	GADD45A	0	0	10094833;10321740;10327059;10435630;10566557;10749144;11221850;11420680;12007564;12806965;15031557;15186775;15721278;15735726;16581545;16714289;17063488;17084916;17344317;17440969;17700520;18225552;18350249;20797428;20840860;21245169;21394211;21836608;22262183;22801474;23114628;23576563;23948959;7624148;8892753;9154806;9191059;9233781;9405685;9519881;9566896;9931282	DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
ETV5	IFNG	0	0	10097133	ExTRI;NTNU.Curated
STAT4	IFNG	0	0	10097133;11449378;11801649;12594853;12759422;12893768;12902482;14734615;15251440;15522880;16301617;16717115;17110450;19359411;19710469;20574006;20620946;23761633;24415943;25589075;26123499;9558063;9642277	CytReg;ExTRI;GEREDB;TRRUST
DMTF1	CDKN2A	0	0	10097151;15601844;17546045;21062982;21892281;22039255	ExTRI;NTNU.Curated
TP53	CDKN2A	0	0	10097151;10348346;10652576;10816133;10980602;11360201;11402335;11559812;11739748;11818069;12091906;12384561;15205322;15361884;15775976;16103197;16764954;17265068;17907153;18275833;18555006;19216023;19240179;19244234;19649205;19901969;20569441;21164364;21447739;21483786;21555589;21637567;21892281;22020338;22056554;22467867;24672805;8631601;9436028;9774662	ExTRI
PPARG	LPL	0	0	10098492;17658475;18948972;8895578	ExTRI;NTNU.Curated
SP1	NPR1	0	0	10098505;11022037;20864529;24451378	ExTRI;TFactS
SP3	NPR1	0	0	10098505	ExTRI
NR5A1	CYP17A1	0	0	10098601;10847589;11145739;11749720;11932209;12530662;12765518;12943735;15767781;16271033;16887917;17053042;17664281;17786540;17895316;19007851;20207836;20980388;21467194;22155568;23358192;23530236;9029713;9178749;9593668;9851803	ExTRI;NTNU.Curated;TRRUST
SP1	RAC2	0	0	10098607	ExTRI;GEREDB
SP3	RAC2	0	0	10098607	ExTRI;GEREDB
NEUROD2	ITPR1	0	0	10098882	ExTRI;GEREDB
RUNX1	FOS	0	0	10100620;15156182	ExTRI;NTNU.Curated
NEUROD1	AK1	0	0	10101232	ExTRI
HHEX	HHEX	0	0	10101294;12270938;12655000;15062550;21215263;22874537	ExTRI;NTNU.Curated
FOXO3	FASLG	0	0	10102273;11756562;14701673;15895074;19690465;20051626;20371612;20671123	ExTRI;GEREDB;SIGNOR;TRRUST
USF1	ADGRE4P	0	0	10103003	ExTRI
USF1	FASN	0	0	10103003;10962028;11583420;12440974;12897158;17197698;17313375;19303849;24511897;7499393;9334210;9594578	ExTRI;GEREDB;NTNU.Curated;TFactS
USF1	INS	0	0	10103003;10962028;15684402;17446190;9334210;9871795	ExTRI
MBD1	FGF2	0	0	10187827;18689796	ExTRI
CEBPD	IGF1	0	0	10187857;10614631;11278589;11390399;12791769;19103645;24440782	ExTRI;HTRI
ELK1	SOD1	0	0	10191264	ExTRI;NTNU.Curated
YY1	SOD1	0	0	10191264	ExTRI;NTNU.Curated
FLI1	GP9	0	0	10194443;12556498;12724402;15466856	ExTRI;NTNU.Curated;SIGNOR;TRRUST
FLI1	ITGA2B	0	0	10194443;12356738;15232614;15466856	ExTRI;TRRUST
EGR1	ELK1	0	0	18061571	DoRothEA-A;HTRI;TFactS
ELK1	EGR1	0	0	10194767;10329706;11739517;12374773;15449318;16840354;17967787;18434015;18814180;19417216;21257751;21791614;22593802;23059951	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
ELK4	EGR1	0	0	10194767;14770179;23063436	ExTRI;NTNU.Curated
PREB	PRL	0	0	10194769;16752178;18755803;19267880;19426980;20411477;20643408;20960102	ExTRI;TRRUST
PREB	PRKACA	0	0	10194769	ExTRI
POU1F1	POU1F1	0	0	10194769;10390158;10652292;10980416;11518797;11722845;12673394;12792149;15266826;1600947;16043966;16189248;16216912;16322098;17445765;1972784;2049101;20807761;22199144;8297469;8625901;9247737;9639565	ExTRI;TRRUST
POU1F1	PRL	0	0	10194769;10406465;10490637;10652292;10801832;10921928;11081207;11266513;11589626;11874696;12039061;12169442;12225774;12242337;12554749;12668863;12773133;1406705;15031321;15375187;1561093;15618287;15731170;15817838;16001330;1600947;16061841;16216912;16322098;16724305;16879162;16908544;17167399;17240357;1775132;1779976;17933456;18220741;18602461;18653712;1922085;19556346;19808898;19887646;2046665;2065979;2082192;21507896;2178221;2184776;22199144;22634956;2550324;2563596;2831625;7476971;7529501;7538957;7649480;7659093;7673116;7699993;7706253;7877625;8015553;8015554;8148036;8163504;8226986;8232316;8276815;8370519;8524243;8663380;8694834;8879985;8910541;9207961;9220025;9259323;9389530;9397971;9426156;9514159;9685346;9714537;9722596;9756906;9822660;9973253	DoRothEA-A;ExTRI;GOA;NTNU.Curated;TRRUST
POU1F1	PREB	0	0	10194769	ExTRI
PREB	POU1F1	0	0	10194769	ExTRI
POU1F1	PRKACA	0	0	10194769	ExTRI
PREB	PREB	0	0	10194769;18755803;18801336;19267880;19382911;19426980	ExTRI
STAT3	POMC	0	0	10196143;11104795;12239103;12639901;12697721;17023536;19049975;23370526	ExTRI;NTNU.Curated;SIGNOR
TP53	PTGS2	0	0	10196169;11161397;16682957	ExTRI;NTNU.Curated
TBP	PTGS2	0	0	10196169;18204072	ExTRI;NTNU.Curated
TP53	TICAM2	0	0	10196247	ExTRI
TBP	RB1	0	0	10197586;9242374;9400991	ExTRI
PAX5	RB1	0	0	10197586	ExTRI;TRRUST
CREB1	CHGA	0	0	10197763;10567198;10570944;12456801;17889508;22449227;9276735;9466982;9658190;9852054	ExTRI;GEREDB;NTNU.Curated;SIGNOR
TFAP2A	ST3GAL4	0	0	10198243	ExTRI
SP1	CLCN2	0	0	10198359;12714379	ExTRI
SP3	CLCN2	0	0	10198359;12714379	ExTRI
CEBPG	NOS2	0	0	10198420;11474579;12048217;14754879;19323834	ExTRI;NTNU.Curated
CEBPB	NOS2	0	0	10198420;10229861;10844594;11834703;12379662;12958187;14565925;19323834;23085209;25156364;7692452;9590244;9679644;9685183	ExTRI
CEBPA	ALB	0	0	10198916;10542249;16452305;16608438;19932685;7564318;8288579;8314088;8703043	ExTRI;NTNU.Curated;TFactS;TRRUST
TP53	ALOX15	0	0	10200270	ExTRI
LITAF	TNF	0	0	10200294;11708771;12177065;12655064;16804395;16872372;17283168;21980379;22138218	ExTRI;NTNU.Curated
IRF1	IFNL3	0	0	10200596;17785777	CytReg;ExTRI
IRF2	IFNL3	0	0	10200596	ExTRI
IRF3	IFNL3	0	0	10200596;17785777	CytReg;ExTRI
RELA	IFNL3	0	0	10200596;17785777	CytReg;ExTRI
IRF2	IRF2	0	0	10200596;10321737;12493643;1431317;15560761;18281489;20129639	ExTRI
CREB1	CCND1	0	0	10201372;10915780;12391146;12504100;14764597;15116100;16503642;16522741;18713830;18957421;18988190;22271686;22751440;23447091;24065533;9990041	ExTRI;NTNU.Curated
STAT1	IFNG	0	0	10201928;10373559;10440232;10585866;10707961;10713330;10830295;10881178;10982806;11390994;11416037;12052885;12130529;12223098;12403783;12493643;12759422;12893768;13678429;14735146;15055356;15217838;15931263;16162660;16195385;16380218;16785492;17016440;17105733;17270146;17283162;17558024;17689680;17878383;1833631;18616672;18787082;18802113;19124156;19262492;19476491;19929594;19935876;20004484;21039465;21178011;21530491;22767256;23419754;23582260;23645984;23740952;24200694;24478085;26170288;7565811;7619083;7796811;7957928;8509377;8647290;8823363;8990168;9059994;9218597;9271410;9491997;9548487;9748323;9880553	CytReg;ExTRI;TRRUST
STAT6	IFNG	0	0	10201928;10528163;10626890;10982806;16621996;17878383;22078635;24968940;7635985;9548487	CytReg;ExTRI;GEREDB
JUN	IL6	0	0	10037779;10202034;10542237;11120852;12667961;15158360;15389813;17341596;18502099;19687301;20225236;20351184;20371366;20511231;20862675;21069809;21098092;21312239;24676671;25567680;26513016;8453101;8830832	CytReg;ExTRI;NTNU.Curated;TFactS;TRRUST
EGR1	IL1B	0	0	10202038;12637574;12734378;15569263;16601242;17631285;18044710;22455954;7823937;8709978	ExTRI;GEREDB
EGR1	IL1A	0	0	10202038	ExTRI
HIF1A	EPO	0	0	10202154;10207038;10415537;10477681;10559391;10837481;11001829;11707426;11812905;11914036;11971899;14741200;15315937;15347669;15838297;16189267;16281953;16684536;17712557;18423195;20043814;20404921;20631191;21054399;21212189;21309574;24023421;7836384;7852211;8089148;8260699;8660378;8663540;8756616;8900415;9235919;9236155;9654078	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST
HLF	EPO	0	0	10202154;9113979	ExTRI
MYC	CDC25A	0	0	10205150;11154267;15677471;17671423;8994810;9371770	DoRothEA-A;ExTRI;SIGNOR
TFAP2A	NQO1	0	0	10206277	ExTRI;NTNU.Curated
FOS	TGFB1	0	0	10206347;10406964;10770487;11223948;12711314;12794825;16246896;16637060;16730810;16896927;16978906;1901652;2117705;21344377;23437118;9515031	CytReg;ExTRI
TP53	MMP1	0	0	10206959;11850838;12430174;15108353;18557930;18625714;21056989	ExTRI;GEREDB;TRRUST
SPI1	REG1A	0	0	10206983	ExTRI
POU1F1	GHRHR	0	0	10207037;10429879;10465288;11875102;16326834;17536003;20381582;21044116;8625613	ExTRI;GEREDB
ARNT	EPO	0	0	10207038;11782478;20631191;8089148;8408001;8663540	DoRothEA-A;ExTRI;TRRUST
TP73	MDM2	0	0	10207051;10469568;11245471;15734740;20156675;20921405	ExTRI;TRRUST
TP73	TP53	0	0	10207051;10606650;10698502;11313982;11382762;12427762;15734740;16849542;17822668;18555006;19861536;20197393;20516129;22952705	ExTRI;GEREDB
TP53	TP73	0	0	11238924;12101410;16835297;16990849;17693405;17822668;21394211;22952705	DoRothEA-A;ExTRI;TFactS;TRRUST
MYC	EMP1	0	0	10207076	ExTRI;NTNU.Curated
ESR1	EMP1	0	0	10207076	ExTRI;NTNU.Curated
KLF11	HBG1	0	0	10207080;17131378	ExTRI;GEREDB;SIGNOR
KLF11	HBB	0	0	10207080	ExTRI
NFATC2	TAT	0	0	10207088	ExTRI
TCF4	SSTR2	0	0	10207097	ExTRI;NTNU.Curated;SIGNOR
HIVEP2	SSTR2	0	0	10207097	ExTRI;GOA;SIGNOR
ESR1	CRYAB	0	0	10207098	ExTRI
TP73	CDKN1A	0	0	10207112;10435630;11172610;12639967;12676926;12841870;12934105;14614455;15790310;16193303;17611664;17700533;18418051;18421303;18644986;18951877;19067706;21245298	DoRothEA-A;ExTRI;GOA;SIGNOR;TRRUST
E2F4	E2F1	0	0	10208422;14576826	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS
RUNX1	BCL2	0	0	10208431;23673926;24370018;8943060	ExTRI
POU1F1	TRHR	0	0	10208868	ExTRI
YY1	ACR	0	0	10208876;11500964	ExTRI;NTNU.Curated
CREM	FSHB	0	0	10209256;20008557;21659477	ExTRI;GEREDB;NTNU.Curated
SP1	CDKN1A	0	0	10030670;10212208;10321829;10362258;10485470;10506225;10601254;10625687;10649433;10733944;10809237;10878024;11064455;11274368;11384995;11574165;11842244;11953011;12151347;12379120;12434298;12665570;12727210;12773551;12782287;12796485;12806965;14527674;14529564;14744793;14755691;15033443;15041706;15302882;15345676;15361832;15389873;15489892;15528212;15557281;15659839;15694666;15694838;15790310;15899840;15961274;15978937;15979845;16081043;16103879;16298343;16533812;16706751;16810128;16818630;17026958;17090534;17516505;17556661;17885207;18202149;18210215;18270969;18419600;18509005;18636159;18850004;19244234;19318349;19584258;20301197;20935676;21184768;21311948;21325288;21858218;22001409;22132221;22427654;23066038;23184467;23235480;23329847;23877711;24451377;24589735;24821727;7499379;8557703;8995437;9183012;9553133;9580699;9618481;9819384	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TFactS;TRRUST
GATA5	MYH7	0	0	10212267	ExTRI
GATA4	MYH7	0	0	10212267;10998641	ExTRI
GATA4	SLC8A1	0	0	10212268;16966329	ExTRI;GEREDB;NTNU.Curated
SRF	SLC8A1	0	0	10212268;16966329	ExTRI;GEREDB;NTNU.Curated
ELF1	IL5	0	0	10212281	ExTRI
ETS2	IL5	0	0	10212281;19487701	CytReg;ExTRI;GEREDB;TRRUST
GATA3	IL5	0	0	10212281;11093124;11544451;11579103;11714753;11790301;12947222;15549733;15826950;16009272;16373364;16498264;16922677;17270283;17277157;17717199;17845581;18028994;18772129;19348920;20522714;20636338;21276008;21536806;22118525;23232398;24167278;25861992;7592673;7615560;7791790;9234684;9261181;9780145	CytReg;DoRothEA-A;ExTRI;NTNU.Curated;TRRUST
ETS1	IL5	0	0	10212281;16373364;17845581;25861992	CytReg;ExTRI;GEREDB;NTNU.Curated;TRRUST
SP1	TGFB1	0	0	10212284;10964912;11054406;11114293;11278686;12138160;12186868;12615726;15178441;15979845;16714330;22415074;23437118;23806282;23936544;27974707;2808430;8325508;9242631;9580699;9837963	CytReg;DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TRRUST
TBP	CREBBP	0	0	10215616	ExTRI
MSX1	MSX1	0	0	10215616;11115394	ExTRI;NTNU.Curated
RUNX2	RUNX2	0	0	10215629;11331591;12112009;12890574	ExTRI;NTNU.Curated;SIGNOR
OTX2	NCAM1	0	0	10216227	ExTRI
LHX2	PCYT1A	0	0	10216289	ExTRI
SP1	PCYT1A	0	0	10216289;10744779;12794070;15247247;16157598;16484221;17384411;20096375	ExTRI;NTNU.Curated;SIGNOR;TFactS
DDIT3	HSPA5	0	0	10218478;10472808;20801537;22802018;22905241;23667408	ExTRI
FOS	OXTR	0	0	10218980	ExTRI;NTNU.Curated;TRRUST
GABPA	OXTR	0	0	10218980	ExTRI;NTNU.Curated;TRRUST
JUN	OXTR	0	0	10218980;15494465;16569740	ExTRI;NTNU.Curated;TRRUST
TP53	NGF	0	0	10219080;16729028	ExTRI
REL	IL2RA	0	0	10221648;1508203;7636248	ExTRI;NTNU.Curated;TRRUST
FOS	AGTR2	0	0	10222333	ExTRI
HSF2	HSP90B2P	0	0	10224043;15497507;17213196;8080921	ExTRI
SP1	LDLR	0	0	10224053;10841543;10894816;11250935;11792717;14568562;14998783;16303770;16449644;16647292;24358207;7597088;7627719;7836375;9271397;9610768	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
YY1	LDLR	0	0	10224053;10318878	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
CEBPA	PCK1	0	0	10224054;10681569;10854692;12237288;12560325;17094771;7935427;8093246;9867832	ExTRI;GEREDB;NTNU.Curated;TRRUST
WT1	CDKN1A	0	0	10224085;17160023;18202757	ExTRI;NTNU.Curated;TRRUST
VDR	RARB	0	0	10224118;10336890;10342883	ExTRI
HOXC8	SMAD1	0	0	10224145	ExTRI
HR	IGFBP1	0	0	10226804	ExTRI
ATF1	CAT	0	0	10227167;10731689;9603992	ExTRI;GEREDB
RELB	SRC	0	0	10227387	ExTRI
FOS	ERCC1	0	0	10228559	ExTRI
YY1	CXCR4	0	0	10229837;11145693;12571248;14563373;15737629;15805285;20068066	ExTRI;NTNU.Curated;TFactS;TRRUST
MYC	CXCR4	0	0	10229837;11145693	ExTRI;GEREDB;NTNU.Curated;TRRUST
USF1	CXCR4	0	0	10229837	ExTRI;NTNU.Curated;TRRUST
CUX1	NOS2	0	0	10229863;10868937;16144552	ExTRI
CUX1	PI3	0	0	10229863;10753867;11689575	ExTRI
CREB1	ANG	0	0	10231433	ExTRI;NTNU.Curated
NR5A1	NR5A1	0	0	10231566;10684809;10965053;11471148;16574255;22128023;7706291;9801462	ExTRI
NR5A1	SF1	0	0	10231566;10811295;12907682;12959982;16353668;16595694;17331471;17383426;17786540;20207836;21081692;7479914;8413309;8625888;9013759;9121493;9232190;9570145;9605933;9605934;9792676;9801462;9892016	ExTRI
TP53	ITSN1	0	0	10233872	ExTRI
CEBPE	ELANE	0	0	10233885;17347301	ExTRI;GEREDB
DDIT3	EPO	0	0	10233889	ExTRI
NR5A1	LHB	0	0	10318795;10319325;10478841;10935547;11328853;11328855;11518799;11682622;11781541;12456803;12700240;14681221;14766009;14988433;15469090;16055746;16087728;19095772;19106114;19106225;20797425;21571865;22865884;23536856;8631889;8636081;8703054;9453238;9514159;9570145;9607816;9614069;9892016	ExTRI;NTNU.Curated;TFactS;TRRUST
NR0B1	LHB	0	0	10318795;15155786;18202527	ExTRI;GEREDB
ATF2	TNF	0	0	10318823;10688670;10748079;10913190;10954918;11490006;12509451;15356147;15546613;16888805;20018859;20068037;8552071;8816436;9826775	CytReg;ExTRI;TRRUST
JUN	TNF	0	0	10318823;10551799;10688670;10748079;10754326;10837498;10913190;10952728;10954918;11087751;11490006;11739517;12509451;12759366;15546613;16199883;16365438;16483936;16881863;16888805;18408586;19285436;20164416;21059644;21098092;23583459;24009130;24548427;25567680;7896795;7935377;8552071;8816436;8998076;9030359;9160673;9211933;9566900;9760243;9813054;9826775;9988757	CytReg;ExTRI;NTNU.Curated;TFactS;TRRUST
GATA4	ADORA1	0	0	10318839	ExTRI;GEREDB;NTNU.Curated
NKX2-5	ADORA1	0	0	10318839	ExTRI;GEREDB;NTNU.Curated
AR	ACOT11	0	0	10318839	ExTRI
GATA4	ACOT11	0	0	10318839	ExTRI
GATA4	AR	0	0	10318839	ExTRI
NKX2-5	ACOT11	0	0	10318839	ExTRI
NKX2-5	AR	0	0	10318839	ExTRI
CEBPB	KRAS	0	0	10318842;11500490;16107878;18444174	ExTRI
